名称,类型,经度,纬度,地址,省份,城市,区县
小桔充电汽车充电站(瑶海新能源小桔充电站),汽车服务;充电站;充电站,117.346934,31.905406,新能源汽车城(十里村地铁站D口旁),安徽省,合肥市,瑶海区
易佳电汽车充电站(易佳电郁金香充电站),汽车服务;充电站;充电站,117.34414,31.895638,瑶海工业园郁金香新能源科技有限公司地面停车场,安徽省,合肥市,瑶海区
理想汽车充电站(理想超充站合肥瑶海区郁金香新能源),汽车服务;充电站;充电站,117.34429,31.895634,瑶海区工业园安徽郁金香新能源科技有限公司,安徽省,合肥市,瑶海区
特来电汽车充电站(特来电郁金香新能源快充站),汽车服务;充电站;充电站,117.344271,31.895582,瑶海区工业园安徽郁金香新能源科技有限公司表面工程技术研究中心地面停车场,安徽省,合肥市,瑶海区
小鹏超级充电站(开放运营-小鹏S4超快充合肥瑶海新能源汽车城站),汽车服务;充电站;充电站,117.34664,31.905458,瑶海区工业园当涂北路与天水路交叉口安徽瑶海新能源汽车城,安徽省,合肥市,瑶海区
星星充电汽车充电站(星星充电合肥润创新能源科技有限公司),汽车服务;充电站;充电站,117.349741,31.89686,珍珠路与经二路交口地面停车场,安徽省,合肥市,瑶海区
皇藏峪路停车场汽车充电站,汽车服务;充电站;充电站,117.336297,31.894573,皇藏峪路方桥社区居委会南面停车场,安徽省,合肥市,瑶海区
国家电网汽车充电站(天水路店),汽车服务;充电站;充电站,117.341001,31.908418,天水路与皇藏峪路交叉口西北120米,安徽省,合肥市,瑶海区
国家电网汽车充电站(安徽省合肥市瑶海区文忠路与珍珠路交口高架桥下停车场交流充电站),汽车服务;充电站;充电站,117.359124,31.892922,文忠路与珍珠路交口西南角,安徽省,合肥市,瑶海区
易佳电汽车充电站(易佳电锐能一号充电站),汽车服务;充电站;充电站,117.3695,31.910376,文忠路(浍水路南门进出),安徽省,合肥市,瑶海区
特来电汽车充电站(大众出租充电站),汽车服务;充电站;充电站,117.357063,31.892611,瑶海区工业园新海大道7号安徽大众院内地面停车场,安徽省,合肥市,瑶海区
星星充电汽车充电站(安徽东方汽车销售服务有限公司),汽车服务;充电站;充电站,117.352493,31.895358,瑶海区工业园灵石路东方汽车大门口地面停车场,安徽省,合肥市,瑶海区
云快充汽车充电站(鑫锦迪),汽车服务;充电站;充电站,117.355239,31.892743,新海大道11号(新海大道地铁站D口步行420米),安徽省,合肥市,瑶海区
星星充电汽车充电站(合肥森阳物流服务有限公司磨店分部)(暂停营业),汽车服务;充电站;充电站,117.368309,31.915797,关井路与文忠路辅路交叉口西180米,安徽省,合肥市,瑶海区
易佳电汽车充电站(易佳电锐能二号充电站)(暂停营业),汽车服务;充电站;充电站,117.36933,31.90882,浍水路(文浍苑地铁站B口步行190米),安徽省,合肥市,瑶海区
中国石化汽车充电站(前岭路充电站),汽车服务;充电站;充电站,117.360401,31.926155,中国石化前岭路加油站,安徽省,合肥市,瑶海区
星星充电汽车充电站(蔚尔加电学林春晓),汽车服务;充电站;充电站,117.368572,31.922994,何庄路与毕晟路交叉口西南方向学林春晓东门,安徽省,合肥市,瑶海区
星星充电汽车充电站(便利充陶冲湖),汽车服务;充电站;充电站,117.336616,31.933997,三十头街道大禹路陶冲湖公园,安徽省,合肥市,瑶海区
特来电汽车充电站(顺孚享充电京商站),汽车服务;充电站;充电站,117.336719,31.924718,地面停车场,安徽省,合肥市,瑶海区
易佳电汽车充电站(易佳电顺孚享充电京商站),汽车服务;充电站;充电站,117.336,31.924894,泗水路与大禹路交叉口京商商贸城F区南广场(顺孚石化加油站东边),安徽省,合肥市,瑶海区
广汽能源汽车充电站(广汽能源合肥京商商贸城K区超充站),汽车服务;充电站;充电站,117.34766,31.924986,三十头街道翠柏路17号京商商贸城K区,安徽省,合肥市,瑶海区
星星充电汽车充电站(顺孚享充电京商超充站),汽车服务;充电站;充电站,117.33639,31.924536,七里塘街道泗水路京商商贸城F区地面停车场,安徽省,合肥市,瑶海区
小桔充电汽车充电站(顺孚享充电京商小桔慢充站),汽车服务;充电站;充电站,117.33642,31.924499,七里塘街道泗水路京商商贸城京商商贸城F区停车场,安徽省,合肥市,瑶海区
广汽能源汽车充电站(广汽能源合肥京商商贸城E区目的地站),汽车服务;充电站;充电站,117.33882,31.930061,京商国际商贸城E区,安徽省,合肥市,瑶海区
合肥市新站区陶冲湖公园大禹路南停车场汽车充电站,汽车服务;充电站;充电站,117.334789,31.92905,大禹路陶冲湖公园(东南角)地面停车场,安徽省,合肥市,瑶海区
小桔充电汽车充电站(顺孚享充电京商小桔慢充站),汽车服务;充电站;充电站,117.335715,31.925218,顺孚石化京商商贸城电动汽车充电站,安徽省,合肥市,瑶海区
广汽能源汽车充电站(广汽能源合肥京商商贸城H区超充站),汽车服务;充电站;充电站,117.34078,31.928823,青桐路与铜陵北路交叉口西300米,安徽省,合肥市,瑶海区
小桔充电汽车充电站(翔孚快享充文曲路),汽车服务;充电站;充电站,117.139461,31.802191,合肥高新公交公司(东门),安徽省,合肥市,肥西县
云快充汽车充电站(DJY的共享),汽车服务;充电站;充电站,117.141151,31.817875,金茂湾0551车位,安徽省,合肥市,蜀山区
合肥充电明珠产业园汽车充电站,汽车服务;充电站;充电站,117.132204,31.801889,明珠产业园地面停车场,安徽省,合肥市,肥西县
小桔充电汽车充电站(翔孚快享充玉兰大道小桔),汽车服务;充电站;充电站,117.164743,31.810901,兰舍商务酒店合肥高新区店停车点(出入口),安徽省,合肥市,蜀山区
壳牌充电汽车充电站(壳牌合肥全顺澜庭地面快充站),汽车服务;充电站;充电站,117.15844,31.79876,桃花镇玉兰大道与菖蒲路交口澜庭酒店地面停车场,安徽省,合肥市,肥西县
小鹏超级充电站(开放运营-小鹏S4超快充合肥翔孚玉兰大道站),汽车服务;充电站;充电站,117.16429,31.810675,蜀山区高新技术产业开发区兰舍商务酒店,安徽省,合肥市,蜀山区
特来电汽车充电站(昌河车城停车场超充站),汽车服务;充电站;充电站,117.161135,31.807249,蜀山区高新区玉兰大道与长安路交口西南角地面停车场(入口在车城小区西区门牌南侧),安徽省,合肥市,蜀山区
理想汽车充电站(理想5C超充站合肥玉兰大道停车场),汽车服务;充电站;充电站,117.164505,31.810976,高新技术产业开发区玉兰大道兰舍商务酒店东南侧停车场,安徽省,合肥市,蜀山区
百大奥莱生活广场充电站,汽车服务;充电站;充电站,117.160288,31.804292,百大奥莱生活广场地下停车场,安徽省,合肥市,肥西县
汽车充电站(堰湖山庄西区A区),汽车服务;充电站;充电站,117.153366,31.802777,桃花镇堰湖山庄西区(北门)北门一个路口右转直行50米地面停车位,安徽省,合肥市,肥西县
汽车充电站(堰湖山庄东区A区),汽车服务;充电站;充电站,117.155518,31.799837,桃花镇肥西公安综合警务站柏堰站堰湖山庄东区南门直行100米右转地面停车位,安徽省,合肥市,肥西县
汽车充电站(堰湖山庄东区B区),汽车服务;充电站;充电站,117.157185,31.800561,桃花镇大余岗堰湖山庄,安徽省,合肥市,肥西县
依威能源汽车充电站(新华阳光国际),汽车服务;充电站;充电站,117.161736,31.801613,蜀山区高新区明珠路与翠竹路交叉口新华阳光国际,安徽省,合肥市,肥西县
汽车充电站(堰湖山庄西区B区),汽车服务;充电站;充电站,117.15425,31.800637,桃花镇堰湖山庄西区B区北门路口右转直行50米29栋旁地下停车场负一层入口处,安徽省,合肥市,肥西县
云快充汽车充电站(合肥联信电源有限公司停车场),汽车服务;充电站;充电站,117.168276,31.818378,高新区玉兰大道61号,安徽省,合肥市,蜀山区
易佳电汽车充电站(易佳电乐冠充电站),汽车服务;充电站;充电站,117.15519,31.825865,燕子河路58号普元生物5号楼,安徽省,合肥市,蜀山区
枫林路停车场充电站,汽车服务;充电站;充电站,117.162331,31.829129,望江西路与枫林路交口,安徽省,合肥市,蜀山区
国家电网汽车充电站(安徽省合肥市蜀山区高新机电产业园南区公共充电点充电站),汽车服务;充电站;充电站,117.161134,31.819068,北二路与北三路交叉口西北80米,安徽省,合肥市,蜀山区
中国石化汽车充电站(彩虹路充电站),汽车服务;充电站;充电站,117.14817,31.840458,杨林路,安徽省,合肥市,蜀山区
国家电网汽车充电站(安徽省合肥市蜀山区杨林路出租车快充站),汽车服务;充电站;充电站,117.149278,31.836938,杨林路与云飞路交口地面停车场,安徽省,合肥市,蜀山区
国家电网汽车充电站(杨林路店),汽车服务;充电站;充电站,117.149439,31.836259,蜀山区高新技术产业开发区杨林路13号地面停车场,安徽省,合肥市,蜀山区
星星充电汽车充电站(创新国际),汽车服务;充电站;充电站,117.135399,31.84209,高新技术产业开发区创新大道2493号智选假日酒店地面停车场,安徽省,合肥市,蜀山区
小桔充电汽车充电站(帕沃充电合肥市祥源城小桔),汽车服务;充电站;充电站,117.133085,31.834953,祥源城四期停车场地下停车场,安徽省,合肥市,蜀山区
特斯拉超级充电站(合肥中新网安大厦),汽车服务;充电站;充电站,117.13499,31.833155,启航路与秋实路交叉口合肥中新网安大厦地下停车场负二层/入口创新大道,安徽省,合肥市,蜀山区
小鹏汽车汽车充电站(合肥乐富强铂悦酒店小鹏超充站),汽车服务;充电站;充电站,117.133881,31.82909,创新大道与望江西路交叉口南120米,安徽省,合肥市,蜀山区
开迈斯汽车充电站(合肥市中新网安大厦站),汽车服务;充电站;充电站,117.134926,31.833347,创新大道2688号中新网安大厦地下停车场001,安徽省,合肥市,蜀山区
星星充电汽车充电站(星星充电-科大讯飞充电站一不对外开放),汽车服务;充电站;充电站,117.143659,31.830727,望江西路666号,安徽省,合肥市,蜀山区
蔚来能源目的地充电站(内部使用合肥东航大厦),汽车服务;充电站;充电站,117.13515,31.835798,云飞路与创新路交叉口东100米东航大厦,安徽省,合肥市,蜀山区
云快充汽车充电站(合肥乾谷),汽车服务;充电站;充电站,117.146801,31.836386,潜水东路16号6楼,安徽省,合肥市,蜀山区
依威能源汽车充电站(新华御湖上园),汽车服务;充电站;充电站,117.147675,31.823145,习友路与永和路交汇处向东200米新华御湖上园,安徽省,合肥市,蜀山区
特来电充电站(肥西翡翠家园快充站),汽车服务;充电站;充电站,117.179667,31.74467,桃花镇翡翠家园地面停车场,安徽省,合肥市,肥西县
汽车充电站(幸福大街AB区充电站内部专用-不对外),汽车服务;充电站;充电站,117.189679,31.754952,汤口路与翡翠路交口东北角幸福大街AB区21栋楼东侧地面停车位,安徽省,合肥市,肥西县
汽车充电站(翡翠家园三期B区),汽车服务;充电站;充电站,117.17625,31.745711,桃花镇翡翠家园三期,安徽省,合肥市,肥西县
汽车充电站(幸福大街C区充电站内部专用-不对外),汽车服务;充电站;充电站,117.188527,31.753557,"桃花镇,汤口路与翡翠路交口幸福大街西区12栋楼西侧地面停车位",安徽省,合肥市,肥西县
汽车充电站(翡翠家园三期A区),汽车服务;充电站;充电站,117.17625,31.745711,桃花镇翡翠家园三期,安徽省,合肥市,肥西县
中国石化汽车充电站(桃花源充电站),汽车服务;充电站;充电站,117.203852,31.755089,紫云路与金寨路交口中石化桃花源加油站,安徽省,合肥市,蜀山区
特来电汽车充电站(翡翠花园四期超宇充电站),汽车服务;充电站;充电站,117.206624,31.75882,桃花镇环翠路翡翠美食街·维C派,安徽省,合肥市,肥西县
云快充汽车充电站(澄光金工大型惠民超充站),汽车服务;充电站;充电站,117.20334,31.747812,青龙潭路金昌轴承西门传达室右侧,安徽省,合肥市,蜀山区
特来电汽车充电站(合肥广汽埃安超充站),汽车服务;充电站;充电站,117.19935,31.751501,蜀山区经开区地面停车场,安徽省,合肥市,蜀山区
国家电网汽车充电站(安徽省合肥市经开区金寨南路中石化桃花源加油站充电站),汽车服务;充电站;充电站,117.203864,31.754639,桃花工业园金寨南路中国石化桃花源加油站地面停车场,安徽省,合肥市,蜀山区
超翔汽车充电站(翡翠花园四期超宇充电站),汽车服务;充电站;充电站,117.20655,31.759218,金寨南路翡翠花园四期商业综合体停车场,安徽省,合肥市,肥西县
汽车充电站(开迈斯充电站合肥市安通商业广场直流站),汽车服务;充电站;充电站,117.202228,31.753033,紫云路与金寨南路交口安通商业广场缘梦大厦B座地下停车场B1017,安徽省,合肥市,蜀山区
